"Village_Code","City_Area","Target","Sub_District","Unvaccinated","Vaccinated","date"
"3175091004","JAKARTA TIMUR",38257,"SUSUKAN",12927,40300,2021-08-31
"3173031001","JAKARTA BARAT",14348,"TAMAN SARI",5077,15622,2021-08-31
"3173041001","JAKARTA BARAT",10204,"TAMBORA",3758,10098,2021-08-31
"3173041004","JAKARTA BARAT",26387,"TANAH SEREAL",8022,29957,2021-08-31
"3171081004","JAKARTA PUSAT",37693,"TANAH TINGGI",11703,40827,2021-08-31
"3173031004","JAKARTA BARAT",13324,"TANGKI",4627,14441,2021-08-31
"3174091005","JAKARTA SELATAN",39770,"TANJUNG BARAT",14240,40160,2021-08-31
"3173021005","JAKARTA BARAT",25337,"TANJUNG DUREN SELATAN",8952,27163,2021-08-31
"3173021002","JAKARTA BARAT",17010,"TANJUNG DUREN UTARA",5703,18629,2021-08-31
"3172021001","JAKARTA UTARA",34588,"TANJUNG PRIOK",11749,36140,2021-08-31
"3174011002","JAKARTA SELATAN",21194,"TEBET BARAT",7132,23261,2021-08-31
"3174011001","JAKARTA SELATAN",18199,"TEBET TIMUR",6117,19957,2021-08-31
"3173061003","JAKARTA BARAT",83647,"TEGAL ALUR",30359,81346,2021-08-31
"3174031004","JAKARTA SELATAN",32401,"TEGAL PARANG",12751,30910,2021-08-31
"3173021003","JAKARTA BARAT",29605,"TOMANG",10369,32162,2021-08-31
"3172031005","JAKARTA UTARA",39122,"TUGU SELATAN",15068,38117,2021-08-31
"3172031002","JAKARTA UTARA",67670,"TUGU UTARA",26646,65373,2021-08-31
"3175061006","JAKARTA TIMUR",29934,"UJUNG MENTENG",10120,32141,2021-08-31
"3174101005","JAKARTA SELATAN",40544,"ULUJAMI",16269,38131,2021-08-31
"3175011006","JAKARTA TIMUR",33511,"UTAN KAYU SELATAN",11938,34364,2021-08-31
"3175011002","JAKARTA TIMUR",28169,"UTAN KAYU UTARA",10914,27162,2021-08-31
"3171031008","JAKARTA PUSAT",29208,"UTAN PANJANG",11087,28955,2021-08-31
"3172021007","JAKARTA UTARA",44401,"WARAKAS",15389,46128,2021-08-31
"3173021007","JAKARTA BARAT",38934,"WIJAYA KUSUMA",14489,40103,2021-08-31
NA,NA,8941211,"TOTAL",1623736,13687650,2021-12-31
"3172051003","JAKARTA UTARA",23947,"ANCOL",5062,34881,2021-12-31
"3173041007","JAKARTA BARAT",29381,"ANGKE",5626,43781,2021-12-31
"3175041005","JAKARTA TIMUR",29074,"BALE KAMBANG",6335,41664,2021-12-31
"3175031003","JAKARTA TIMUR",9752,"BALI MESTER",1782,14973,2021-12-31
"3175101006","JAKARTA TIMUR",26285,"BAMBU APUS",4373,41312,2021-12-31
"3174031002","JAKARTA SELATAN",21566,"BANGKA",4169,32535,2021-12-31
"3175051002","JAKARTA TIMUR",23886,"BARU",3579,38546,2021-12-31
"3175041004","JAKARTA TIMUR",47898,"BATU AMPAR",10178,69735,2021-12-31
"3171071002","JAKARTA PUSAT",21494,"BENDUNGAN HILIR",3993,33042,2021-12-31
"3175031002","JAKARTA TIMUR",36689,"BIDARA CINA",8012,53232,2021-12-31
"3174101002","JAKARTA SELATAN",53098,"BINTARO",9765,82536,2021-12-31
"3174011005","JAKARTA SELATAN",34183,"BUKIT DURI",6190,52461,2021-12-31
"3171041006","JAKARTA PUSAT",18144,"BUNGUR",3465,27358,2021-12-31
"3175061007","JAKARTA TIMUR",57724,"CAKUNG BARAT",10751,87062,2021-12-31
"3175061004","JAKARTA TIMUR",58287,"CAKUNG TIMUR",10531,89029,2021-12-31
"3175041007","JAKARTA TIMUR",32762,"CAWANG",6230,49213,2021-12-31
"3175101008","JAKARTA TIMUR",18932,"CEGER",3338,29247,2021-12-31
"3171031006","JAKARTA PUSAT",32581,"CEMPAKA BARU",5553,50482,2021-12-31
"3171051002","JAKARTA PUSAT",35885,"CEMPAKA PUTIH BARAT",6827,54920,2021-12-31
"3171051001","JAKARTA PUSAT",24292,"CEMPAKA PUTIH TIMUR",4599,37661,2021-12-31
"3173011001","JAKARTA BARAT",66284,"CENGKARENG BARAT",11926,102942,2021-12-31
"3173011006","JAKARTA BARAT",81027,"CENGKARENG TIMUR",14542,124315,2021-12-31
"3175091002","JAKARTA TIMUR",66364,"CIBUBUR",10443,105550,2021-12-31
"3171011002","JAKARTA PUSAT",15390,"CIDENG",2807,23934,2021-12-31
"3174091003","JAKARTA SELATAN",38497,"CIGANJUR",5848,61468,2021-12-31
"3175051003","JAKARTA TIMUR",41419,"CIJANTUNG",6966,64696,2021-12-31
"3171061003","JAKARTA PUSAT",8274,"CIKINI",1369,12700,2021-12-31
"3174081006","JAKARTA SELATAN",10547,"CIKOKO",1675,16834,2021-12-31
"3174061001","JAKARTA SELATAN",51752,"CILANDAK BARAT",8380,82898,2021-12-31
"3174041003","JAKARTA SELATAN",25145,"CILANDAK TIMUR",4138,39812,2021-12-31
"3175101002","JAKARTA TIMUR",27635,"CILANGKAP",4471,43759,2021-12-31
"3175041006","JAKARTA TIMUR",40181,"CILILITAN",7571,60604,2021-12-31
"3172041001","JAKARTA UTARA",43609,"CILINCING",9319,62368,2021-12-31
"3175101001","JAKARTA TIMUR",26104,"CIPAYUNG",4146,41595,2021-12-31
"3174091006","JAKARTA SELATAN",38303,"CIPEDAK",5778,61390,2021-12-31
"3174061005","JAKARTA SELATAN",26704,"CIPETE SELATAN",4647,42200,2021-12-31
"3174071010","JAKARTA SELATAN",34102,"CIPETE UTARA",5955,52925,2021-12-31
"3175021003","JAKARTA TIMUR",39306,"CIPINANG",6438,61659,2021-12-31
"3175031007","JAKARTA TIMUR",35212,"CIPINANG BESAR SELATAN",7300,51361,2021-12-31
"3175031008","JAKARTA TIMUR",45319,"CIPINANG BESAR UTARA",9506,65670,2021-12-31
"3175031005","JAKARTA TIMUR",32824,"CIPINANG CEMPEDAK",6485,49823,2021-12-31
"3175081005","JAKARTA TIMUR",42308,"CIPINANG MELAYU",7356,66018,2021-12-31
"3175031006","JAKARTA TIMUR",55243,"CIPINANG MUARA",10565,83285,2021-12-31
"3174051003","JAKARTA SELATAN",39937,"CIPULIR",7666,60156,2021-12-31
"3175091001","JAKARTA TIMUR",64594,"CIRACAS",10889,100216,2021-12-31
"3175041003","JAKARTA TIMUR",24609,"DUKUH",4094,38295,2021-12-31
"3175071001","JAKARTA TIMUR",61160,"DUREN SAWIT",11753,92953,2021-12-31
"3174081004","JAKARTA SELATAN",28319,"DUREN TIGA",5116,43496,2021-12-31
"3173051005","JAKARTA BARAT",60138,"DURI KEPA",10904,93209,2021-12-31
"3173011002","JAKARTA BARAT",77923,"DURI KOSAMBI",14905,116202,2021-12-31
"3171011006","JAKARTA PUSAT",19610,"DURI PULO",3802,29056,2021-12-31
"3173041011","JAKARTA BARAT",14259,"DURI SELATAN",2310,22455,2021-12-31
"3173041003","JAKARTA BARAT",19844,"DURI UTARA",3243,30927,2021-12-31
"3171081003","JAKARTA PUSAT",18243,"GALUR",3266,27532,2021-12-31
"3171011001","JAKARTA PUSAT",2191,"GAMBIR",424,3340,2021-12-31
"3174061004","JAKARTA SELATAN",22119,"GANDARIA SELATAN",3838,34549,2021-12-31
"3174071009","JAKARTA SELATAN",39922,"GANDARIA UTARA",7146,61908,2021-12-31
"3175051001","JAKARTA TIMUR",35755,"GEDONG",6508,55068,2021-12-31
"3171071001","JAKARTA PUSAT",3127,"GELORA",560,4891,2021-12-31
"3173031007","JAKARTA BARAT",7837,"GLODOK",1103,13031,2021-12-31
"3171061004","JAKARTA PUSAT",4100,"GONDANGDIA",880,6252,2021-12-31
"3173021001","JAKARTA BARAT",16876,"GROGOL",3041,26052,2021-12-31
"3174051005","JAKARTA SELATAN",44251,"GROGOL SELATAN",8082,67631,2021-12-31
"3174051004","JAKARTA SELATAN",42494,"GROGOL UTARA",7936,64712,2021-12-31
"3174021007","JAKARTA SELATAN",3985,"GUNTUR",695,6320,2021-12-31
"3174071002","JAKARTA SELATAN",9436,"GUNUNG",1636,14959,2021-12-31
"3171031005","JAKARTA PUSAT",19199,"GUNUNG SAHARI SELATAN",3357,29864,2021-12-31
"3171021004","JAKARTA PUSAT",16650,"GUNUNG SAHARI UTARA",2686,26771,2021-12-31
"3175081004","JAKARTA TIMUR",28363,"HALIM PERDANA KUSUMAH",3306,48497,2021-12-31
"3171031003","JAKARTA PUSAT",22557,"HARAPAN MULIA",3916,34799,2021-12-31
"3174091001","JAKARTA SELATAN",62389,"JAGAKARSA",9194,100845,2021-12-31
"3175021007","JAKARTA TIMUR",32757,"JATI",5565,51832,2021-12-31
"3174041002","JAKARTA SELATAN",37502,"JATI PADANG",6437,58605,2021-12-31
"3173071004","JAKARTA BARAT",28738,"JATI PULO",5189,43327,2021-12-31
"3175061001","JAKARTA TIMUR",84160,"JATINEGARA",16051,126896,2021-12-31
"3175021004","JAKARTA TIMUR",24632,"JATINEGARA KAUM",3989,38384,2021-12-31
"3173021004","JAKARTA BARAT",30266,"JELAMBAR",5010,48304,2021-12-31
"3173021006","JAKARTA BARAT",38246,"JELAMBAR BARU",6239,61183,2021-12-31
"3173041006","JAKARTA BARAT",29314,"JEMBATAN BESI",6283,41919,2021-12-31
"3173041008","JAKARTA BARAT",21021,"JEMBATAN LIMA",4080,30955,2021-12-31
"3173081005","JAKARTA BARAT",40839,"JOGLO",7495,62735,2021-12-31
"3171081001","JAKARTA PUSAT",37488,"JOHAR BARU",6360,58356,2021-12-31
"3173041002","JAKARTA BARAT",23856,"KALI ANYAR",4264,35919,2021-12-31
"3172041004","JAKARTA UTARA",67684,"KALIBARU",16435,90120,2021-12-31
"3174081002","JAKARTA SELATAN",41994,"KALIBATA",8516,62106,2021-12-31
"3173061001","JAKARTA BARAT",72447,"KALIDERES",13259,111432,2021-12-31
"3175051004","JAKARTA TIMUR",43212,"KALISARI",6894,68485,2021-12-31
"3173061004","JAKARTA BARAT",53783,"KAMAL",11190,78210,2021-12-31
"3172011002","JAKARTA UTARA",12930,"KAMAL MUARA",2169,20083,2021-12-31
"3171071007","JAKARTA PUSAT",11358,"KAMPUNG BALI",2249,16585,2021-12-31
"3175031001","JAKARTA TIMUR",25717,"KAMPUNG MELAYU",5275,37395,2021-12-31
"3171081002","JAKARTA PUSAT",21237,"KAMPUNG RAWA",3195,32972,2021-12-31
"3175041002","JAKARTA TIMUR",43993,"KAMPUNG TENGAH",9792,62980,2021-12-31
"3173011005","JAKARTA BARAT",134466,"KAPUK",28457,195349,2021-12-31
"3172011003","JAKARTA UTARA",35781,"KAPUK MUARA",6289,56320,2021-12-31
"3171021002","JAKARTA PUSAT",25761,"KARANG ANYAR",4431,39929,2021-12-31
"3174021004","JAKARTA SELATAN",9623,"KARET",1694,14868,2021-12-31
"3174021003","JAKARTA SELATAN",16055,"KARET KUNINGAN",2822,24899,2021-12-31
"3174021002","JAKARTA SELATAN",2770,"KARET SEMANGGI",521,4308,2021-12-31
"3171071003","JAKARTA PUSAT",19271,"KARET TENGSIN",3413,29450,2021-12-31
"3171021003","JAKARTA PUSAT",22292,"KARTINI",3839,34917,2021-12-31
"3175011003","JAKARTA TIMUR",25284,"KAYU MANIS",4759,37885,2021-12-31
"3175021006","JAKARTA TIMUR",40696,"KAYU PUTIH",7041,64139,2021-12-31
"3173031006","JAKARTA BARAT",17387,"KEAGUNGAN",2924,26820,2021-12-31
"3174041007","JAKARTA SELATAN",44552,"KEBAGUSAN",7933,68631,2021-12-31
"3174051006","JAKARTA SELATAN",41212,"KEBAYORAN LAMA SELATAN",6940,64870,2021-12-31
"3174051001","JAKARTA SELATAN",42422,"KEBAYORAN LAMA UTARA",7974,64780,2021-12-31
"3174011004","JAKARTA SELATAN",35165,"KEBON BARU",5886,55026,2021-12-31
"3172021005","JAKARTA UTARA",50952,"KEBON BAWANG",9241,78028,2021-12-31
"3173051001","JAKARTA BARAT",53887,"KEBON JERUK",9950,81907,2021-12-31
"3171071006","JAKARTA PUSAT",21531,"KEBON KACANG",4708,30960,2021-12-31
"3171011005","JAKARTA PUSAT",10163,"KEBON KELAPA",1895,15528,2021-12-31
"3171031002","JAKARTA PUSAT",30019,"KEBON KOSONG",5520,45715,2021-12-31
"3175011005","JAKARTA TIMUR",16490,"KEBON MANGGIS",2863,25370,2021-12-31
"3171071005","JAKARTA PUSAT",32206,"KEBON MELATI",7843,43531,2021-12-31
"3175081003","JAKARTA TIMUR",46614,"KEBON PALA",8355,71746,2021-12-31
"3171061005","JAKARTA PUSAT",12299,"KEBON SIRIH",2404,18296,2021-12-31
"3173011004","JAKARTA BARAT",32612,"KEDAUNG KALI ANGKE",5666,50439,2021-12-31
"3173051007","JAKARTA BARAT",32165,"KEDOYA SELATAN",5432,49889,2021-12-31
"3173051006","JAKARTA BARAT",45740,"KEDOYA UTARA",8081,70522,2021-12-31
"3173051004","JAKARTA BARAT",23565,"KELAPA DUA",4208,36295,2021-12-31
"3175091003","JAKARTA TIMUR",46875,"KELAPA DUA WETAN",7320,74503,2021-12-31
"3172061003","JAKARTA UTARA",35717,"KELAPA GADING BARAT",5780,57674,2021-12-31
"3172061001","JAKARTA UTARA",33592,"KELAPA GADING TIMUR",4791,56134,2021-12-31
"3173071005","JAKARTA BARAT",32139,"KEMANGGISAN",5504,50345,2021-12-31
"3171031001","JAKARTA PUSAT",20708,"KEMAYORAN",3723,31671,2021-12-31
"3173081006","JAKARTA BARAT",27130,"KEMBANGAN SELATAN",5224,41416,2021-12-31
"3173081001","JAKARTA BARAT",54451,"KEMBANGAN UTARA",10584,81779,2021-12-31
"3171041002","JAKARTA PUSAT",9579,"KENARI",1737,14758,2021-12-31
"3173041005","JAKARTA BARAT",19973,"KERENDANG",3704,30219,2021-12-31
"3175071003","JAKARTA TIMUR",69978,"KLENDER",14655,102206,2021-12-31
"3172031001","JAKARTA UTARA",28175,"KOJA",5475,41650,2021-12-31
"3173071006","JAKARTA BARAT",21158,"KOTA BAMBU SELATAN",3781,31858,2021-12-31
"3173071003","JAKARTA BARAT",24995,"KOTA BAMBU UTARA",4588,37256,2021-12-31
"3171041004","JAKARTA PUSAT",28835,"KRAMAT",5835,41232,2021-12-31
"3175041001","JAKARTA TIMUR",34144,"KRAMAT JATI",6469,51339,2021-12-31
"3174071003","JAKARTA SELATAN",14413,"KRAMAT PELA",2555,22493,2021-12-31
"3173031002","JAKARTA BARAT",19244,"KRUKUT",3344,29431,2021-12-31
"3174031005","JAKARTA SELATAN",12785,"KUNINGAN BARAT",2123,20035,2021-12-31
"3174021008","JAKARTA SELATAN",6008,"KUNINGAN TIMUR",1103,9307,2021-12-31
"3171041005","JAKARTA PUSAT",15486,"KWITANG",3039,22927,2021-12-31
"3172031003","JAKARTA UTARA",59065,"LAGOA",12191,85910,2021-12-31
"3174061002","JAKARTA SELATAN",37626,"LEBAK BULUS",6479,59661,2021-12-31
"3174091004","JAKARTA SELATAN",53946,"LENTENG AGUNG",8666,84662,2021-12-31
"3175101007","JAKARTA TIMUR",63547,"LUBANG BUAYA",10938,98484,2021-12-31
"3175081001","JAKARTA TIMUR",34390,"MAKASAR",5561,54466,2021-12-31
"3175071006","JAKARTA TIMUR",30927,"MALAKA JAYA",4663,49988,2021-12-31
"3175071005","JAKARTA TIMUR",27530,"MALAKA SARI",4075,44859,2021-12-31
"3174031001","JAKARTA SELATAN",18159,"MAMPANG PRAPATAN",3412,27521,2021-12-31
"3173031005","JAKARTA BARAT",7707,"MANGGA BESAR",1220,12404,2021-12-31
"3171021005","JAKARTA PUSAT",27442,"MANGGA DUA SELATAN",5018,42033,2021-12-31
"3174011007","JAKARTA SELATAN",28373,"MANGGARAI",4518,44357,2021-12-31
"3174011006","JAKARTA SELATAN",23075,"MANGGARAI SELATAN",3311,37299,2021-12-31
"3173031003","JAKARTA BARAT",16461,"MAPHAR",2818,25554,2021-12-31
"3172041003","JAKARTA UTARA",28943,"MARUNDA",5662,41592,2021-12-31
"3174071001","JAKARTA SELATAN",2627,"MELAWAI",472,4183,2021-12-31
"3171061001","JAKARTA PUSAT",25624,"MENTENG",5130,37728,2021-12-31
"3174021005","JAKARTA SELATAN",27816,"MENTENG ATAS",4514,43707,2021-12-31
"3174011003","JAKARTA SELATAN",36028,"MENTENG DALAM",6402,55942,2021-12-31
"3173081003","JAKARTA BARAT",32130,"MERUYA SELATAN",5981,49287,2021-12-31
"3173081002","JAKARTA BARAT",43752,"MERUYA UTARA",8223,67630,2021-12-31
"3175101004","JAKARTA TIMUR",23871,"MUNJUL",4022,37397,2021-12-31
"3172051002","JAKARTA UTARA",74240,"PADEMANGAN BARAT",15479,108235,2021-12-31
"3172051001","JAKARTA UTARA",37736,"PADEMANGAN TIMUR",6041,60678,2021-12-31
"3175011004","JAKARTA TIMUR",19769,"PAL MERIAM",3589,29990,2021-12-31
"3173071001","JAKARTA BARAT",63011,"PALMERAH",11904,95035,2021-12-31
"3174081001","JAKARTA SELATAN",19421,"PANCORAN",3510,29756,2021-12-31
"3172021003","JAKARTA UTARA",39097,"PAPANGGO",6951,59799,2021-12-31
"3171021001","JAKARTA PUSAT",12035,"PASAR BARU",2134,19005,2021-12-31
"3174021006","JAKARTA SELATAN",26752,"PASAR MANGGIS",4567,41547,2021-12-31
"3174041001","JAKARTA SELATAN",24821,"PASAR MINGGU",4234,38981,2021-12-31
"3171041003","JAKARTA PUSAT",23533,"PASEBAN",4438,35448,2021-12-31
"3173061005","JAKARTA BARAT",75587,"PEGADUNGAN",13536,117140,2021-12-31
"3171061002","JAKARTA PUSAT",23455,"PEGANGSAAN",4591,34384,2021-12-31
"3172061002","JAKARTA UTARA",49976,"PEGANGSAAN DUA",7625,81632,2021-12-31
"3172011004","JAKARTA UTARA",74578,"PEJAGALAN",14032,114929,2021-12-31
"3174041006","JAKARTA SELATAN",37346,"PEJATEN BARAT",6475,58206,2021-12-31
"3174041005","JAKARTA SELATAN",57656,"PEJATEN TIMUR",11081,86487,2021-12-31
"3175051005","JAKARTA TIMUR",43250,"PEKAYON",7009,68020,2021-12-31
"3173041009","JAKARTA BARAT",23587,"PEKOJAN",4089,36704,2021-12-31
"3174031003","JAKARTA SELATAN",43522,"PELA MAMPANG",7832,67274,2021-12-31
"3174081005","JAKARTA SELATAN",21478,"PENGADEGAN",3609,33755,2021-12-31
"3175061003","JAKARTA TIMUR",99255,"PENGGILINGAN",20139,145555,2021-12-31
"3172011001","JAKARTA UTARA",88308,"PENJARINGAN",20346,123357,2021-12-31
"3174101001","JAKARTA SELATAN",27545,"PESANGGRAHAN",4332,43952,2021-12-31
"3171071004","JAKARTA PUSAT",33271,"PETAMBURAN",8009,45635,2021-12-31
"3174071008","JAKARTA SELATAN",11499,"PETOGOGAN",2024,17918,2021-12-31
"3171011004","JAKARTA PUSAT",14692,"PETOJO SELATAN",2996,22029,2021-12-31
"3171011003","JAKARTA PUSAT",17458,"PETOJO UTARA",3440,25974,2021-12-31
"3174101004","JAKARTA SELATAN",37187,"PETUKANGAN SELATAN",6982,56977,2021-12-31
"3174101003","JAKARTA SELATAN",53716,"PETUKANGAN UTARA",10445,81120,2021-12-31
"3175081002","JAKARTA TIMUR",27198,"PINANG RANTI",5369,40703,2021-12-31
"3173031008","JAKARTA BARAT",10729,"PINANGSIA",1724,16768,2021-12-31
"3175011001","JAKARTA TIMUR",31776,"PISANGAN BARU",5903,47676,2021-12-31
"3175021002","JAKARTA TIMUR",41011,"PISANGAN TIMUR",6836,64521,2021-12-31
"3172011005","JAKARTA UTARA",47783,"PLUIT",8656,74416,2021-12-31
"3175071002","JAKARTA TIMUR",61550,"PONDOK BAMBU",11756,93821,2021-12-31
"3175071004","JAKARTA TIMUR",72015,"PONDOK KELAPA",12944,111920,2021-12-31
"3175071007","JAKARTA TIMUR",35367,"PONDOK KOPI",6054,54424,2021-12-31
"3174061003","JAKARTA SELATAN",46464,"PONDOK LABU",6986,75458,2021-12-31
"3174051002","JAKARTA SELATAN",56169,"PONDOK PINANG",9975,87642,2021-12-31
"3175101003","JAKARTA TIMUR",25574,"PONDOK RANGGON",4412,40003,2021-12-31
"3101011003","KAB.ADM.KEP.SERIBU",2060,"PULAU HARAPAN",178,3584,2021-12-31
"3101011002","KAB.ADM.KEP.SERIBU",5528,"PULAU KELAPA",503,9536,2021-12-31
"3101011001","KAB.ADM.KEP.SERIBU",5450,"PULAU PANGGANG",398,9699,2021-12-31
"3101021003","KAB.ADM.KEP.SERIBU",2765,"PULAU PARI",189,5040,2021-12-31
"3101021002","KAB.ADM.KEP.SERIBU",4553,"PULAU TIDUNG",338,8165,2021-12-31
"3101021001","KAB.ADM.KEP.SERIBU",1941,"PULAU UNTUNG JAWA",150,3482,2021-12-31
"3174071007","JAKARTA SELATAN",5835,"PULO",945,9509,2021-12-31
"3175021001","JAKARTA TIMUR",34422,"PULO GADUNG",6660,51970,2021-12-31
"3175061005","JAKARTA TIMUR",97301,"PULO GEBANG",17095,148858,2021-12-31
"3174041004","JAKARTA SELATAN",39616,"RAGUNAN",6245,63204,2021-12-31
"3175091005","JAKARTA TIMUR",36771,"RAMBUTAN",7260,54130,2021-12-31
"3172031006","JAKARTA UTARA",42179,"RAWA BADAK SELATAN",8637,61166,2021-12-31
"3172031004","JAKARTA UTARA",34408,"RAWA BADAK UTARA",6604,51284,2021-12-31
"3174071005","JAKARTA SELATAN",5625,"RAWA BARAT",942,8970,2021-12-31
"3173011003","JAKARTA BARAT",63799,"RAWA BUAYA",11398,97871,2021-12-31
"3175031004","JAKARTA TIMUR",21434,"RAWA BUNGA",4254,31673,2021-12-31
"3174081003","JAKARTA SELATAN",20509,"RAWA JATI",3592,32028,2021-12-31
"3175061002","JAKARTA TIMUR",24637,"RAWA TERATE",4010,38226,2021-12-31
"3175021005","JAKARTA TIMUR",37612,"RAWAMANGUN",6740,58386,2021-12-31
"3171051003","JAKARTA PUSAT",21967,"RAWASARI",4033,33974,2021-12-31
"3173041010","JAKARTA BARAT",3484,"ROA MALAKA",578,5585,2021-12-31
"3172041006","JAKARTA UTARA",41668,"ROROTAN",7569,62952,2021-12-31
"3174071004","JAKARTA SELATAN",2842,"SELONG",525,4511,2021-12-31
"3173061002","JAKARTA BARAT",71354,"SEMANAN",13580,106466,2021-12-31
"3172041007","JAKARTA UTARA",68587,"SEMPER BARAT",12047,105721,2021-12-31
"3172041005","JAKARTA UTARA",36267,"SEMPER TIMUR",6884,54278,2021-12-31
"3174071006","JAKARTA SELATAN",2771,"SENAYAN",622,4102,2021-12-31
"3171041001","JAKARTA PUSAT",6804,"SENEN",1336,10204,2021-12-31
"3171031004","JAKARTA PUSAT",29668,"SERDANG",5118,46164,2021-12-31
"3174021001","JAKARTA SELATAN",3023,"SETIA BUDI",569,4650,2021-12-31
"3175101005","JAKARTA TIMUR",20572,"SETU",3746,31401,2021-12-31
"3173071002","JAKARTA BARAT",16591,"SLIPI",2690,26225,2021-12-31
"3173081004","JAKARTA BARAT",45523,"SRENGSENG",9052,68385,2021-12-31
"3174091002","JAKARTA SELATAN",58196,"SRENGSENG SAWAH",8004,95367,2021-12-31
"3173051003","JAKARTA BARAT",37033,"SUKABUMI SELATAN",7022,54563,2021-12-31
"3173051002","JAKARTA BARAT",38290,"SUKABUMI UTARA",7647,55782,2021-12-31
"3172041002","JAKARTA UTARA",53949,"SUKAPURA",10637,80277,2021-12-31
"3171031007","JAKARTA PUSAT",22717,"SUMUR BATU",3866,35842,2021-12-31
"3172021004","JAKARTA UTARA",29876,"SUNGAI BAMBU",5370,45805,2021-12-31
"3172021006","JAKARTA UTARA",71805,"SUNTER AGUNG",11361,115411,2021-12-31
"3172021002","JAKARTA UTARA",63031,"SUNTER JAYA",10068,100837,2021-12-31
"3175091004","JAKARTA TIMUR",38257,"SUSUKAN",6576,59190,2021-12-31
"3173031001","JAKARTA BARAT",14348,"TAMAN SARI",2401,22614,2021-12-31
"3173041001","JAKARTA BARAT",10204,"TAMBORA",1940,15218,2021-12-31
"3173041004","JAKARTA BARAT",26387,"TANAH SEREAL",4059,41759,2021-12-31
"3171081004","JAKARTA PUSAT",37693,"TANAH TINGGI",6647,57162,2021-12-31
"3173031004","JAKARTA BARAT",13324,"TANGKI",2057,21238,2021-12-31
"3174091005","JAKARTA SELATAN",39770,"TANJUNG BARAT",6130,63172,2021-12-31
"3173021005","JAKARTA BARAT",25337,"TANJUNG DUREN SELATAN",4421,40145,2021-12-31
"3173021002","JAKARTA BARAT",17010,"TANJUNG DUREN UTARA",2622,27730,2021-12-31
"3172021001","JAKARTA UTARA",34588,"TANJUNG PRIOK",6523,51954,2021-12-31
"3174011002","JAKARTA SELATAN",21194,"TEBET BARAT",3096,34737,2021-12-31
"3174011001","JAKARTA SELATAN",18199,"TEBET TIMUR",2668,30081,2021-12-31
"3173061003","JAKARTA BARAT",83647,"TEGAL ALUR",15791,126457,2021-12-31
"3174031004","JAKARTA SELATAN",32401,"TEGAL PARANG",6325,47604,2021-12-31
"3173021003","JAKARTA BARAT",29605,"TOMANG",4963,46759,2021-12-31
"3172031005","JAKARTA UTARA",39122,"TUGU SELATAN",7548,58237,2021-12-31
"3172031002","JAKARTA UTARA",67670,"TUGU UTARA",14446,97610,2021-12-31
"3175061006","JAKARTA TIMUR",29934,"UJUNG MENTENG",4725,47583,2021-12-31
"3174101005","JAKARTA SELATAN",40544,"ULUJAMI",7872,60952,2021-12-31
"3175011006","JAKARTA TIMUR",33511,"UTAN KAYU SELATAN",5422,52579,2021-12-31
"3175011002","JAKARTA TIMUR",28169,"UTAN KAYU UTARA",5146,42771,2021-12-31
"3171031008","JAKARTA PUSAT",29208,"UTAN PANJANG",5230,44501,2021-12-31
"3172021007","JAKARTA UTARA",44401,"WARAKAS",7404,68456,2021-12-31
"3173021007","JAKARTA BARAT",38934,"WIJAYA KUSUMA",7328,59425,2021-12-31
NA,NA,8941211,"TOTAL",1538221,13919668,2022-01-31
"3172051003","JAKARTA UTARA",23947,"ANCOL",4647,35777,2022-01-31
"3173041007","JAKARTA BARAT",29381,"ANGKE",5388,44456,2022-01-31
"3175041005","JAKARTA TIMUR",29074,"BALE KAMBANG",5967,42575,2022-01-31
"3175031003","JAKARTA TIMUR",9752,"BALI MESTER",1678,15250,2022-01-31
"3175101006","JAKARTA TIMUR",26285,"BAMBU APUS",4077,42174,2022-01-31
"3174031002","JAKARTA SELATAN",21566,"BANGKA",3993,33075,2022-01-31
"3175051002","JAKARTA TIMUR",23886,"BARU",3398,39068,2022-01-31
"3175041004","JAKARTA TIMUR",47898,"BATU AMPAR",9516,71354,2022-01-31
"3171071002","JAKARTA PUSAT",21494,"BENDUNGAN HILIR",3813,33551,2022-01-31
"3175031002","JAKARTA TIMUR",36689,"BIDARA CINA",7621,54295,2022-01-31
"3174101002","JAKARTA SELATAN",53098,"BINTARO",9267,83861,2022-01-31
"3174011005","JAKARTA SELATAN",34183,"BUKIT DURI",5816,53362,2022-01-31
"3171041006","JAKARTA PUSAT",18144,"BUNGUR",3296,27843,2022-01-31
"3175061007","JAKARTA TIMUR",57724,"CAKUNG BARAT",10270,88528,2022-01-31
"3175061004","JAKARTA TIMUR",58287,"CAKUNG TIMUR",10016,90440,2022-01-31
"3175041007","JAKARTA TIMUR",32762,"CAWANG",5887,50242,2022-01-31
"3175101008","JAKARTA TIMUR",18932,"CEGER",3157,29738,2022-01-31
"3171031006","JAKARTA PUSAT",32581,"CEMPAKA BARU",5243,51312,2022-01-31
"3171051002","JAKARTA PUSAT",35885,"CEMPAKA PUTIH BARAT",6446,55885,2022-01-31
"3171051001","JAKARTA PUSAT",24292,"CEMPAKA PUTIH TIMUR",4281,38436,2022-01-31
"3173011001","JAKARTA BARAT",66284,"CENGKARENG BARAT",11041,104694,2022-01-31
"3173011006","JAKARTA BARAT",81027,"CENGKARENG TIMUR",13790,126195,2022-01-31
